Id,Applications,Cef,NBR Version,Kit,Remarks,Manufacturer,Tipologia Appplicazione,Applications_note
"4536","225 HP","500308CR",,"BK0003","KIT EXCEPT /TRANNE 25” AND 30” MODELS/MODELLI","EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1986-2007"
"4537","235 HP","500305",,,,"EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1976-1978"
"4538","235 HP","500305",,,"EXCEPT/TRANNE 1993 > 25” & 30”","EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1979 >"
"4539","235 HP","500308CR",,"BK0003",,"EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1979-1985"
"4540","250 HP","500308CR",,"BK0003","KIT EXCEPT /TRANNE 25” AND 30“ MODELS/MODELLI","EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1993-2007"
"4541","275 HP","500308CR",,"BK0003","EXCEPT/TRANNE 25” AND 30” MODELS/MODELLI","EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1985 -"
"4542","275 HP","500305",,,"EXCEPT/TRANNE 1993 > 25” & 30”","EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1985 >"
"4543","300/3,6L HP","500308CR",,"BK0003","KIT EXCEPT /TRANNE 25” AND 30” MODELS/MODELLI","EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1985-95"
"4544","300/3.6L HP","500305",,,"EXCEPT/TRANNE 1993 > 25” & 30”","EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1985 >"
"4545","V4, V6, V8","500308CR",,,,"EVINRUDE - JOHNSON","OUTBOARD_ENGINES","1976-2006"
"4546","2.5/4/5 HP","500325",,,,"HIDEA","OUTBOARD_ENGINES",
"4547","8/9.9/15 HP","500368",,,,"HIDEA","OUTBOARD_ENGINES",
"4548","5HP","500327",,,"M-X SERIES LATER VERSION/ULTIMA VERSIONE","HONDA","OUTBOARD_ENGINES",
"4550","5HP BF50","500327",,,"F","HONDA","OUTBOARD_ENGINES",
"4551","5HP BF5A","500327",,,"H-K","HONDA","OUTBOARD_ENGINES",
"4552","7.5HP BF75","500327",,,"A-B-C-D-E-F","HONDA","OUTBOARD_ENGINES",
"4553","8/10 HP","500347",,,"POWER TRUST (2000)","HONDA","OUTBOARD_ENGINES",
"4554","8/10 HP","500348",,,"2000","HONDA","OUTBOARD_ENGINES",
"4555","8HP","500327",,,"AH-AK","HONDA","OUTBOARD_ENGINES",
"4557","8HP","500343",,,"C-CX","HONDA","OUTBOARD_ENGINES",
"4558","9.9 HP BF","500328",,,"AH-AK-AM-H-K-M","HONDA","OUTBOARD_ENGINES",
"4559","9.9HP","500343",,,"AM-AX-B-BX-M","HONDA","OUTBOARD_ENGINES",
"4560","15 HP BF","500328",,,"AH-AK-AM-H-K-M","HONDA","OUTBOARD_ENGINES",
"4561","15HP","500343",,,"AM-AX-B-BX-M","HONDA","OUTBOARD_ENGINES",
"4562","20 HP","500339",,,"A-AX","HONDA","OUTBOARD_ENGINES",
"4563","25 HP","500339",,,"A-AX","HONDA","OUTBOARD_ENGINES",
"4564","30 HP","500339",,,"A-AX","HONDA","OUTBOARD_ENGINES",
"4565","35 HP","500338",,,"AM","HONDA","OUTBOARD_ENGINES",
"4566","40 HP","500338",,,"A-AX-B-BX","HONDA","OUTBOARD_ENGINES",
"4567","45 HP","500338",,,"AM","HONDA","OUTBOARD_ENGINES",
"4568","50 HP","500338",,,"A-AX","HONDA","OUTBOARD_ENGINES",
"4569","60 HP","500338",,,"BF 60 (A)","HONDA","OUTBOARD_ENGINES",
"4570","75 HP","500301N",,,"AT","HONDA","OUTBOARD_ENGINES",
"4571","75 HP","500337",,,"AV-AX 1999>","HONDA","OUTBOARD_ENGINES",
"4572","90 HP","500301N",,,"AT","HONDA","OUTBOARD_ENGINES",
"4573","90 HP","500337",,,"AV-AX 1999 >","HONDA","OUTBOARD_ENGINES",
"4574","10HP BF100","500327",,,"A-B-C-D-E-F","HONDA","OUTBOARD_ENGINES",
"4575","115 HP","500337",,,"1999>","HONDA","OUTBOARD_ENGINES",
"4576","130 HP","500337",,,"1999>","HONDA","OUTBOARD_ENGINES",
"4577","135 HP","500337",,,"2004 >","HONDA","OUTBOARD_ENGINES",
"4578","150 HP","500337",,,"2004 >","HONDA","OUTBOARD_ENGINES",
"4579","200/225 HP","500391",,,"4 STROKES/4 TEMPI","HONDA","OUTBOARD_ENGINES",
"4580","2.5 HP","500377",,,,"MARINER","OUTBOARD_ENGINES","1999-2001"
"4581","4A HP","500325",,,,"MARINER","OUTBOARD_ENGINES","M-6EO-001011 >"
"4582","4A HP","500325",,,,"MARINER","OUTBOARD_ENGINES","ML-6EO-300101 >"
"4583","5C HP","500325",,,,"MARINER","OUTBOARD_ENGINES","M-6E3-102151 >"
"4584","5C HP","500325",,,,"MARINER","OUTBOARD_ENGINES","ML-6E3-400101 >"
"4585","6 HP","500377",,,,"MARINER","OUTBOARD_ENGINES","2000-2001"
"4586","8B HP","500321",,,,"MARINER","OUTBOARD_ENGINES","M-677-000101 >"
"4587","8B HP","500321",,,,"MARINER","OUTBOARD_ENGINES","ML-677-300101 >"
"4588","30 HP","500312",,"BK0007",,"MARINER","OUTBOARD_ENGINES",
"4589","40 HP","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES","4 CYL"
"4590","40 HP EFI","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES",
"4591","40 HP JET","500378",,,,"MARINER","OUTBOARD_ENGINES",
"4592","45 HP JET","500378",,,,"MARINER","OUTBOARD_ENGINES",
"4593","50 HP","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES","4 CYL"
"4594","50 HP","500312",,"BK0006",,"MARINER","OUTBOARD_ENGINES","5531630 >"
"4595","50 HP EFI","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES",
"4596","55 HP","500378",,,,"MARINER","OUTBOARD_ENGINES","3 CYL"
"4597","60 HP","500378",,,,"MARINER","OUTBOARD_ENGINES","3 CYL"
"4598","60 HP","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES","4 CYL"
"4599","60 HP EFI","500378",,,"4 STROKES/4 TEMPI","MARINER","OUTBOARD_ENGINES",
"4600","70 HP","500312",,"BK0006",,"MARINER","OUTBOARD_ENGINES","5361993-5702219"
"4601","70 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","A996142 >"
"4602","70 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B240451 >"
"4603","75 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","4CYL.) (6432901 >"
"4604","75 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","A996142 >"
"4605","75 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B24051 >"
"4606","75 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","C222000-D382221"
"4607","80 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","4CYL) (4842729-6432900"
"4608","85 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","4CYL) (4731898-4842728"
"4609","90 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6 CYL.) (5309951-"
"4610","90 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","A996142 >"
"4611","90 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B240451 >"
"4612","90 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","C222000 >"
"4613","100 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","B209468 >"
"4614","115 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6CYL) (4865178-"
"4615","115 HP","500301N",,,,"MARINER","OUTBOARD_ENGINES","C100000-D283221"
"4616","140 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6CYL) (5088444-"
"4617","15A HP","500321",,,,"MARINER","OUTBOARD_ENGINES","<M-651-000285"
"4618","15A HP","500321",,,,"MARINER","OUTBOARD_ENGINES","<ML-651-300101"
"4619","MAG II","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","B082000 -"
"4620","MAG II","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","B242885 -"
"4621","V-135 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","0A904646 -"
"4622","V-150 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","5600162-0A904645"
"4623","V-150 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","A904646 -"
"4624","V-175 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","5190663-6618750"
"4625","V-175 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6618751 -"
"4626","V-200 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","5624878-6625220"
"4627","V-200 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","6625221 -"
"4628","V-220 HP","500313G",,"BK0004",,"MARINER","OUTBOARD_ENGINES","B117316 -"
"4629","2 HP","500377",,,,"MERCURY","OUTBOARD_ENGINES","2006"
"4630","2.2 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES",
"4631","2.4EFI HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI"
"4632","2.5 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES",
"4633","3 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES",
"4634","3.3 HP","500396",,,,"MERCURY","OUTBOARD_ENGINES","1991-2006"
"4635","3.5 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","6202173 >"
"4636","3.6 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","5404657 >"
"4637","4 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","2498136-3296136"
"4638","4 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","5589202-5595531"
"4639","4 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5595532 >"
"4640","4 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","7143688 >"
"4641","4 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","8068065 >"
"4642","4 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","9258281 >"
"4643","4.3L","501012K",,,"COOLING HOSE/MANICOTTO ACQUA","MERCURY","OUTBOARD_ENGINES",
"4644","4.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","4107220-5595531"
"4645","4.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5595532 >"
"4646","4.5 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","7143688 >"
"4647","4.5 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","8068065 >"
"4648","4.5 HP","500310",,,"1 CYL PRODUCT OF USA","MERCURY","OUTBOARD_ENGINES","9258281 >"
"4649","4/5/6 HP","500377",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",
"4650","5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI"
"4651","5 HP","500314",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI"
"4652","5.0L","501012K",,,"COOLING HOSE/MANICOTTO ACQUA","MERCURY","OUTBOARD_ENGINES",
"4653","5.7L","501012K",,,"COOLING HOSE/MANICOTTO ACQUA","MERCURY","OUTBOARD_ENGINES",
"4654","6 HP","500309",,,,"MERCURY","OUTBOARD_ENGINES","1408611-1916138"
"4655","6 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","1916139-2529894"
"4656","7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","2529895-3274632"
"4657","7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5206650 >"
"4658","8 HP","500315",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",
"4659","9.8 HP","500309",,,,"MERCURY","OUTBOARD_ENGINES","1470349-1865778"
"4660","7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","7125388 >"
"4661","7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","8057545 >"
"4662","7.5 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","9217756 >"
"4663","9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","1865779-5206549"
"4664","9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","5206550 >"
"4665","9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","7125388 >"
"4666","9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","8057545 >"
"4667","9.8 HP","500310",,,,"MERCURY","OUTBOARD_ENGINES","9217756 >"
"4668","9.9/15 HP","500318",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",
"4669","10 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480"
"4670","16 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480"
"4671","18 HP","500315",,,,"MERCURY","OUTBOARD_ENGINES","5837437-6416712"
"4672","20 HP","500311G",,,,"MERCURY","OUTBOARD_ENGINES","2827677-3226957"
"4673","20 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480"
"4674","20XD HP","500315",,,,"MERCURY","OUTBOARD_ENGINES","6443973 >"
"4675","25/40/50 HP","500315",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","5232005"
"4676","25XD HP","500315",,,,"MERCURY","OUTBOARD_ENGINES","6443973 >"
"4677","30 HP","500312",,"BK0007",,"MERCURY","OUTBOARD_ENGINES","1217222-1448139"
"4678","30 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480"
"4679","35 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1571114-1812753"
"4680","35 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","6445653-B110788"
"4681","40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1279685-1476509"
"4682","40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","2874704-3336257"
"4683","40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","4362215-4860102"
"4684","40 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","4862103-6445652"
"4685","40 HP","500331",,,,"MERCURY","OUTBOARD_ENGINES","941751-1224480"
"4686","40 HP","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","4CYL"
"4687","40 HP EFI","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",
"4688","40 HP JET","500378",,,,"MERCURY","OUTBOARD_ENGINES",
"4689","45 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1476510-1520983"
"4690","45 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","1520984-1531568"
"4691","45 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","5531630 >"
"4692","45 HP JET","500378",,,,"MERCURY","OUTBOARD_ENGINES",
"4693","50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","1421113-1639472"
"4694","50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","1521914-2305100"
"4695","50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","2305101-2858813"
"4696","50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4357640-4962055"
"4697","50 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4962056 >"
"4698","50 HP","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","4CYL"
"4699","50 HP EFI","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",
"4700","55 HP","500378",,,,"MERCURY","OUTBOARD_ENGINES","3CYL"
"4701","60 HP","500378",,,,"MERCURY","OUTBOARD_ENGINES","3CYL"
"4702","60 HP","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES","4CYL"
"4703","60 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","6428681 >"
"4704","65 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1542745-2309310"
"4705","65 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2309311-2803561"
"4706","65 HP","500312",,,,"MERCURY","OUTBOARD_ENGINES","2803562-3293183"
"4707","70 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1413611-1566239"
"4708","70 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4571652-4977156"
"4709","70 HP","500312",,"BK0006",,"MERCURY","OUTBOARD_ENGINES","4977157-6428680"
"4710","70 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","A996142 >"
"4711","70 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B240451 >"
"4712","75 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4CYL.) (6432901 >"
"4713","75 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","C222000-D283221"
"4714","75-90 HP 4T","500301N",,,,"MERCURY","OUTBOARD_ENGINES",
"4715","80 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1335465-1398629"
"4716","80 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1398630-1566239"
"4717","80 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","2559001-3493912"
"4718","80 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4831999-6432900"
"4719","80 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","A996142 >"
"4720","80 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B240451 >"
"4721","80 HP EFI","500378",,,"4 STROKES/4 TEMPI","MERCURY","OUTBOARD_ENGINES",
"4722","85 EL HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4590512-4831998"
"4723","85 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1460999-1766823"
"4724","85 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","3493913-4366801"
"4725","85 XS HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4366802-4831998"
"4726","90 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1766824-1869775"
"4727","90 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","6CYL.) (4845301-5299505"
"4728","90 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","A996142 >"
"4729","90 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B240451 >"
"4730","90 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","C222000-D283221"
"4731","95 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1869776-2318585"
"4732","100 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1464949-1768403"
"4733","100 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","1768404-2318585"
"4734","100 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2318586-2836108"
"4735","100 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","B209468-D283221"
"4736","110 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","1870204-2314955"
"4737","115 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","2836019-3255440"
"4738","115 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","C100000-D283221"
"4739","125 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2314956-2839368"
"4740","125 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","2839369-3293233"
"4741","130 HP","500301N",,"SK0008","4 STROKES/4 TEMPI VERADO","MERCURY","OUTBOARD_ENGINES","1B227000 & UP"
"4742","135 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","A904646 -"
"4743","140 HP","500313G",,,,"MERCURY","OUTBOARD_ENGINES","3293234-3502805"
"4744","140 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4865678-5327662"
"4745","150 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","3502806-4865677"
"4746","150 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4868998-A904645"
"4747","150 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","A904646 -"
"4748","150 HP","500301N",,"SK0008","4 STROKES/4 TEMPI VERADO","MERCURY","OUTBOARD_ENGINES","1B227000 & UP"
"4749","175 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4301235-6618750"
"4750","175 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","6618751 -"
"4751","175 HP","500301N",,"SK0008","4 STROKES/4 TEMPI VERADO","MERCURY","OUTBOARD_ENGINES","1B227000 & UP"
"4752","200 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","4839034-6625220"
"4753","200 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","6625221 -"
"4754","220 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","B117316 -"
"4755","225 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","5628028 -"
"4756","250 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","1250V33HB"
"4757","275 HP","500301N",,,,"MERCURY","OUTBOARD_ENGINES","1275V34HD"
"4758","MK35A","500312",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI"
"4759","MK5/MK6","500309",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI"
"4760","MOD.VP HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI"
"4761","WH6/WH6A","500309",,,,"MERCURY","OUTBOARD_ENGINES","ALL/TUTTI"
"4762","XR/4 HP","500313G",,"BK0004",,"MERCURY","OUTBOARD_ENGINES","B242885 -"
"4763","2,6 HP","500322",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",
"4764","4-5HP","500325",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",
"4765","9,9-15HP","500363",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",
"4766","20-25HP-30/40 HP","500385G",,,"4 STROKES/4 TEMPI","PARSUN","OUTBOARD_ENGINES",
"4767","2.5 HP","500376",,,"4 STROKES/4 TEMPI","SELVA","OUTBOARD_ENGINES",
"4768","3.5 HP","500376",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",
"4769","4 HP","500376",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",
"4770","5 HP","500375",,,"4 STROKES/4 TEMPI  OYSTER","SELVA","OUTBOARD_ENGINES",
"4771","6 HP","500375",,,"4 STROKES/4 TEMPI  OYSTER","SELVA","OUTBOARD_ENGINES",
"4772","6/8/9.9","500387",,,"4 STROKES/4 TEMPI","SELVA","OUTBOARD_ENGINES",
"4773","7.5 HP","500375",,,"BLACK BASS","SELVA","OUTBOARD_ENGINES",
"4774","8 HP","500368",,,"TYPE RAY","SELVA","OUTBOARD_ENGINES",
"4775","9.9 HP","500363",,,"TYPE PIKE","SELVA","OUTBOARD_ENGINES",
"4776","9,9 / 15 HP","500387",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",
"4777","15 HP","500363",,,"TYPE WAHOO","SELVA","OUTBOARD_ENGINES",
"4778","20 HP","500363",,,"TYPE WAHOO","SELVA","OUTBOARD_ENGINES",
"4779","25 HP","500386",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",
"4780","30 HP","500386",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",
"4781","35 HP","500386",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",
"4782","25 HP","500385G",,,"TYPE KINGFISH","SELVA","OUTBOARD_ENGINES",
"4783","40 HP","500385G",,,"TYPE ARUANA E.F.I.","SELVA","OUTBOARD_ENGINES",
"4784","40 HP","500316",,,"TYPE DORADO40XS-XSR","SELVA","OUTBOARD_ENGINES",
"4785","40 HP & OVER","500304",,,"2 STROKES/2 TEMPI","SELVA","OUTBOARD_ENGINES",
"4786","50 HP","500316",,,"TYPE DORADO E.F.I.","SELVA","OUTBOARD_ENGINES",
"4787","60 HP","500316",,,"TYPE DORADO E.F.I.","SELVA","OUTBOARD_ENGINES",
"4788","80 HP","500364",,,"TYPE MARLIN E.F.I.","SELVA","OUTBOARD_ENGINES",
"4789","100 HP","500364",,,"TYPE MARLIN E.F.I.","SELVA","OUTBOARD_ENGINES",
"4790","115 HP","500371",,,"TYPE NARWHAL E.F.I.","SELVA","OUTBOARD_ENGINES",
"4791","150 HP","500371",,,"TYPE KILLER WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",
"4792","200 HP","500371",,,"TYPE GREY WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",
"4793","225 HP","500371",,,"TYPE FIN WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",
"4794","250 HP","500371",,,"TYPE BLUE WHALE E.F.I.","SELVA","OUTBOARD_ENGINES",
"4795","9.9/15 CV","500329",,,,"SUZUKI","OUTBOARD_ENGINES",
"4796","9.9/8CV","500319",,,,"SUZUKI","OUTBOARD_ENGINES","<<-1995"
"4797","90/115 HP","500367",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES",
"4798","DF4","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4799","DF6","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4800","DF8AR","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2010"
"4801","DF9,9","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4802","DF15","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4803","DF46","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2003-2008"
"4804","DF60/DF70","500365",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","1998-2009"
"4805","DF90","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2001-2008"
"4806","DF99","500319",,,,"SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4807","DF100","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2009"
"4808","DF115","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2002-2010"
"4809","DF140","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2002-2010"
"4810","DF175","500367",,,,"SUZUKI","OUTBOARD_ENGINES","2006-2010"
"4811","DF200","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4812","DF225","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4813","DF250","500393",,,"4 STROKES/4 TEMPI","SUZUKI","OUTBOARD_ENGINES","2004-2010"
"4814","DF300","500393",,,,"SUZUKI","OUTBOARD_ENGINES","2007-2010"
"4815","DT4","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1984-88"
"4816","DT5","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1977-83"
"4817","DT6","500336",,,,"SUZUKI","OUTBOARD_ENGINES","1984-98"
"4818","DT8","500336",,,,"SUZUKI","OUTBOARD_ENGINES","2001"
"4819","DT15","500319",,,,"SUZUKI","OUTBOARD_ENGINES","1989-91"
"4820","DT16","500398",,,,"SUZUKI","OUTBOARD_ENGINES","1977-82"
"4821","DT20","500362G",,,,"SUZUKI","OUTBOARD_ENGINES","1986-88"
"4822","DT20VE-25QD-25VE-30VE-30QD-40VE","500362G",,,,"SUZUKI","OUTBOARD_ENGINES",
